true_similarity,predicted_similarity,model,seed,pair_idx
0.1272727272727272,0.1365349957763224,ADMM,0,71
0.19354838709677424,0.1447146445938138,ADMM,0,72
0.07499999999999996,0.13263732973629289,ADMM,0,73
0.06779661016949157,0.08699495027244535,ADMM,0,74
0.07627118644067798,0.08465690535819048,ADMM,0,75
0.1637931034482758,0.1443974963437119,ADMM,0,76
0.17272727272727273,0.19883279306446786,ADMM,0,77
0.06034482758620685,0.09736796245060991,ADMM,0,78
0.15000000000000002,0.15559503489980547,ADMM,0,79
0.435483870967742,0.33793488989879095,ADMM,0,80
0.5526315789473685,0.36088309238825206,ADMM,0,81
0.06666666666666665,0.06204246883332744,ADMM,0,82
0.08196721311475408,0.16700716324640885,ADMM,0,83
0.2589285714285714,0.3425350818745245,ADMM,0,84
0.1272727272727272,0.07447242101802046,ADMM,0,85
0.15322580645161288,0.1822427588306073,ADMM,0,86
0.13559322033898302,0.1580357219517183,ADMM,0,87
0.07547169811320753,0.11921009043463987,ADMM,0,88
0.07894736842105265,0.07426222771918585,ADMM,0,89
0.05737704918032782,0.05023826318186057,ADMM,0,90
0.07499999999999996,0.08984043287779724,ADMM,0,91
0.10909090909090913,0.15334768899326867,ADMM,0,92
0.3363636363636364,0.21594793347783578,ADMM,0,93
0.11016949152542377,0.13874832129671757,ADMM,0,94
0.1484375,0.1225441750804682,ADMM,0,95
0.09677419354838712,0.07380352655566219,ADMM,0,96
0.5338983050847458,0.531277205728498,ADMM,0,97
0.35964912280701755,0.30561877194500425,ADMM,0,98
0.16666666666666663,0.1419836224917618,ADMM,0,99
0.08771929824561409,0.12807295279210454,ADMM,0,100
0.7583333333333333,0.632901436637075,ADMM,0,101
0.10833333333333339,0.07093640424230295,ADMM,0,102
0.47413793103448276,0.3285711450420812,ADMM,0,103
0.15254237288135597,0.11925576983824736,ADMM,0,104
0.3508771929824561,0.4076252190958507,ADMM,0,105
0.23684210526315785,0.2967109707689816,ADMM,0,106
0.14406779661016955,0.13168694457344857,ADMM,0,107
0.2192982456140351,0.1559409789004594,ADMM,0,108
0.1929824561403508,0.1534603622828842,ADMM,0,109
0.1160714285714286,0.08674238640371258,ADMM,0,110
0.1271186440677966,0.08461138535928521,ADMM,0,111
0.24561403508771928,0.20688381333278352,ADMM,0,112
0.07499999999999996,0.07724145026556656,ADMM,0,113
0.15254237288135597,0.1809926411920223,ADMM,0,114
0.12962962962962965,0.10359322660638273,ADMM,0,115
0.13636363636363635,0.12839273056114092,ADMM,0,116
0.0862068965517242,0.10825765458286489,ADMM,0,117
0.10344827586206895,0.1503412026127741,ADMM,0,118
0.2894736842105263,0.30224649187984165,ADMM,0,119
0.09090909090909094,0.10646999934719639,ADMM,0,120
0.11206896551724133,0.06793387584392195,ADMM,0,121
0.17272727272727273,0.13458955626299438,ADMM,0,122
0.20454545454545459,0.07383422000130582,ADMM,0,123
0.07894736842105265,0.14198063825415883,ADMM,0,124
0.1694915254237288,0.14213846121373816,ADMM,0,125
0.44067796610169485,0.2941550315854505,ADMM,0,126
0.46825396825396826,0.4762265008445371,ADMM,0,127
0.13157894736842102,0.1141392729946011,ADMM,0,128
0.2033898305084746,0.13760798350450754,ADMM,0,129
0.21311475409836067,0.13797055798459898,ADMM,0,130
0.0862068965517242,0.10139656646828071,ADMM,0,131
0.05263157894736836,0.042885552977356085,ADMM,0,132
0.1311475409836066,0.07040435842869597,ADMM,0,133
0.18333333333333335,0.26706820000546616,ADMM,0,134
0.0847457627118644,0.061539894700643916,ADMM,0,135
0.15740740740740744,0.0667175036989077,ADMM,0,136
0.13157894736842102,0.18541409541853163,ADMM,0,137
0.0423728813559322,0.11752312391174186,ADMM,0,138
0.17543859649122806,0.18071746759454324,ADMM,0,139
0.07627118644067798,0.12687841988600257,ADMM,0,140
0.2666666666666666,0.27465979420817177,ADMM,0,141
0.09259259259259256,0.07547520901842558,ADMM,0,142
0.23275862068965514,0.19129205701738444,ADMM,0,143
0.09999999999999998,0.15066345401222656,ADMM,0,144
0.15573770491803285,0.17039710079888293,ADMM,0,145
0.38596491228070173,0.35156237123094153,ADMM,0,146
0.05263157894736836,0.11291575712457455,ADMM,0,147
0.018181818181818188,0.1585960974230661,ADMM,0,148
0.08181818181818179,0.088428397350202,ADMM,0,149
0.06140350877192979,0.1047450811342455,ADMM,0,150
0.10526315789473684,0.15308188110118962,ADMM,0,151
0.056451612903225756,0.08086653530074331,ADMM,0,152
0.05084745762711862,0.08992381312146425,ADMM,0,153
0.28688524590163933,0.29993917314124463,ADMM,0,154
0.14655172413793105,0.15971921675445747,ADMM,0,155
0.32407407407407407,0.3254743023033362,ADMM,0,156
0.1339285714285714,0.12534910787666212,ADMM,0,157
0.2909090909090909,0.2850207490745685,ADMM,0,158
0.01754385964912286,0.09767057172805699,ADMM,0,159
0.09166666666666667,0.13579021879403083,ADMM,0,160
0.05084745762711862,0.11477229116213516,ADMM,0,161
0.07758620689655171,0.09460713290543785,ADMM,0,162
0.08064516129032262,0.07419683347432278,ADMM,0,163
0.04385964912280704,0.10381231429304301,ADMM,0,164
0.1428571428571428,0.21931704134080207,ADMM,0,165
0.11818181818181817,0.1488596059173938,ADMM,0,166
0.05263157894736836,0.07970420551722757,ADMM,0,167
0.0431034482758621,0.1529299047801266,ADMM,0,168
0.2457627118644068,0.2708764897429563,ADMM,0,169
0.5258620689655172,0.38866747258847734,ADMM,0,170
0.05737704918032782,0.04012497629960953,ADMM,0,171
0.056451612903225756,0.16385971985722148,ADMM,0,172
0.2543859649122807,0.29645479275910447,ADMM,0,173
0.08196721311475408,0.07117155182254596,ADMM,0,174
0.14655172413793105,0.15664343548760296,ADMM,0,175
0.12280701754385959,0.20937138650436335,ADMM,0,176
0.050000000000000044,0.1563228830586472,ADMM,0,177
0.08196721311475408,0.0806483554227363,ADMM,0,178
0.025423728813559365,0.06360863202267869,ADMM,0,179
0.0267857142857143,0.10098737648268946,ADMM,0,180
0.11904761904761907,0.12731539956750018,ADMM,0,181
0.4732142857142857,0.4974229123523593,ADMM,0,182
0.22499999999999998,0.24752266953672108,ADMM,0,183
0.43965517241379315,0.30596152062077037,ADMM,0,184
0.868421052631579,0.814968036071606,ADMM,0,185
0.2666666666666666,0.21495552879878774,ADMM,0,186
0.19491525423728817,0.25647483698353457,ADMM,0,187
0.31034482758620685,0.22348954793288678,ADMM,0,188
0.2589285714285714,0.4259875449596244,ADMM,0,189
0.37037037037037035,0.4214089408604492,ADMM,0,190
0.2931034482758621,0.43446691954616573,ADMM,0,191
0.5083333333333333,0.39129118207901337,ADMM,0,192
0.4067796610169492,0.31995055183854776,ADMM,0,193
0.6454545454545455,0.5010213486587194,ADMM,0,194
0.32499999999999996,0.36590437722022634,ADMM,0,195
0.5526315789473685,0.3937766491527028,ADMM,0,196
0.2583333333333333,0.2510706367874952,ADMM,0,197
0.14035087719298245,0.1822410271141768,ADMM,0,198
0.6583333333333333,0.6761061372178204,ADMM,0,199
0.2272727272727273,0.2550246947339631,ADMM,0,200
0.5677966101694916,0.5153279770897119,ADMM,0,201
0.2727272727272727,0.32911936110554657,ADMM,0,202
0.2592592592592593,0.32567342915027864,ADMM,0,203
0.4298245614035088,0.3330192182760647,ADMM,0,204
0.4019607843137255,0.38659442492837537,ADMM,0,205
0.28846153846153844,0.45018667609852164,ADMM,0,206
0.17307692307692313,0.39369458786113454,ADMM,0,207
0.13636363636363635,0.1926375268110804,ADMM,0,208
0.7105263157894737,0.6286069035710372,ADMM,0,209
0.3928571428571428,0.4212786716712975,ADMM,0,210
0.32407407407407407,0.3534364976790155,ADMM,0,211
0.33333333333333326,0.37279197489396493,ADMM,0,212
0.34745762711864403,0.25571248227250937,ADMM,0,213
0.3770491803278688,0.33487967938846785,ADMM,0,214
0.6517857142857143,0.582832369443009,ADMM,0,215
0.2857142857142857,0.3802205886163197,ADMM,0,216
0.2068965517241379,0.2703298654147574,ADMM,0,217
0.375,0.4020434030892079,ADMM,0,218
0.10909090909090913,0.17832389155580586,ADMM,0,219
0.24137931034482762,0.2736243988132715,ADMM,0,220
0.8145161290322581,0.7557614667081612,ADMM,0,221
0.217741935483871,0.29421746793107867,ADMM,0,222
0.2222222222222222,0.3220722290566685,ADMM,0,223
0.2033898305084746,0.32013972358165527,ADMM,0,224
0.3706896551724138,0.41043703889773536,ADMM,0,225
0.23275862068965514,0.20457255196996732,ADMM,0,226
0.7767857142857143,0.613677567205993,ADMM,0,227
0.6111111111111112,0.519154327695415,ADMM,0,228
0.3508771929824561,0.38747766390030297,ADMM,0,229
0.15254237288135597,0.10126295319841667,ADMM,0,230
0.1785714285714286,0.1604520651557014,ADMM,0,231
0.3125,0.2686766290863737,ADMM,0,232
0.27192982456140347,0.29838876559374833,ADMM,0,233
0.2264150943396226,0.20025521283974335,ADMM,0,234
0.2735849056603774,0.3960677540147058,ADMM,0,235
0.3728813559322034,0.475340978627916,ADMM,0,236
0.19444444444444442,0.2894161044336389,ADMM,0,237
0.42592592592592593,0.4883565693890002,ADMM,0,238
0.23636363636363633,0.398312700436857,ADMM,0,239
0.5081967213114754,0.5896250015745688,ADMM,0,240
0.2457627118644068,0.34742661091863464,ADMM,0,241
0.3392857142857143,0.36922370622618883,ADMM,0,242
0.3571428571428572,0.3276726696393417,ADMM,0,243
0.19166666666666665,0.14109417756699438,ADMM,0,244
0.21818181818181814,0.23262196290096393,ADMM,0,245
0.2767857142857143,0.30164461898190953,ADMM,0,246
0.5089285714285714,0.5999935413093447,ADMM,0,247
0.2543859649122807,0.2717910164254239,ADMM,0,248
0.2622950819672132,0.4076517976340355,ADMM,0,249
0.2192982456140351,0.3200559795926858,ADMM,0,250
0.42592592592592593,0.4272000532976195,ADMM,0,251
0.1416666666666666,0.3192721587541673,ADMM,0,252
0.3839285714285714,0.42919205103077973,ADMM,0,253
0.43103448275862066,0.4709548234137116,ADMM,0,254
0.07894736842105265,0.22188407116427666,ADMM,0,255
0.2457627118644068,0.334899247075167,ADMM,0,256
0.17272727272727273,0.2938030410026368,ADMM,0,257
0.5648148148148148,0.2934010629481397,ADMM,0,258
0.2068965517241379,0.2656435285093377,ADMM,0,259
0.3017241379310345,0.4000241797739398,ADMM,0,260
0.10833333333333339,0.21712317871894218,ADMM,0,261
0.28181818181818175,0.24249545965545463,ADMM,0,262
0.5263157894736842,0.5813820747087279,ADMM,0,263
0.2547169811320755,0.36258512981972146,ADMM,0,264
0.35849056603773577,0.39272484665980995,ADMM,0,265
0.543859649122807,0.48798852682816235,ADMM,0,266
0.15833333333333333,0.0741313739467908,ADMM,0,267
0.2592592592592593,0.25453995704909677,ADMM,0,268
0.4017857142857143,0.538823515903923,ADMM,0,269
0.49122807017543857,0.484714028415035,ADMM,0,270
0.08771929824561409,0.10021002352472509,ADMM,0,271
0.26363636363636367,0.27989892450557746,ADMM,0,272
0.25,0.292887524019792,ADMM,0,273
0.38181818181818183,0.44340475306450466,ADMM,0,274
0.5377358490566038,0.5645655004190853,ADMM,0,275
0.47413793103448276,0.497733055977327,ADMM,0,276
0.6090909090909091,0.4569753743541551,ADMM,0,277
0.5725806451612904,0.48213328325981214,ADMM,0,278
0.39830508474576276,0.4377581149575289,ADMM,0,279
0.6228070175438597,0.727195281714331,ADMM,0,280
0.4833333333333334,0.5169091664340183,ADMM,0,281
0.1293103448275862,0.148657026382616,ADMM,0,282
0.4811320754716981,0.5030331448867703,ADMM,0,283
0.2894736842105263,0.3000728106147578,ADMM,0,284
0.5603448275862069,0.56812804099977,ADMM,0,285
0.575,0.4630615489793843,ADMM,0,286
0.5666666666666667,0.5317261797494723,ADMM,0,287
0.368421052631579,0.39160174251442287,ADMM,0,288
0.21818181818181814,0.34635845014486616,ADMM,0,289
0.75,0.7617027375882257,ADMM,0,290
0.6944444444444444,0.769301315506059,ADMM,0,291
0.24528301886792447,0.34072741206233786,ADMM,0,292
0.5089285714285714,0.5448960001895508,ADMM,0,293
0.967741935483871,0.8805428179498541,ADMM,0,294
0.4098360655737705,0.3947470696528333,ADMM,0,295
0.10169491525423724,0.08714810725884171,ADMM,0,296
0.423728813559322,0.36421838098372994,ADMM,0,297
0.2946428571428572,0.39264427496784526,ADMM,0,298
0.18103448275862066,0.21283477312421234,ADMM,0,299
0.4181818181818182,0.5005759739934164,ADMM,0,300
0.48245614035087714,0.48131126006850566,ADMM,0,301
0.3793103448275862,0.5553139917323744,ADMM,0,302
0.6206896551724138,0.6918977468755134,ADMM,0,303
0.2033898305084746,0.22327086428685294,ADMM,0,304
0.4196428571428572,0.41618675275282074,ADMM,0,305
0.9098360655737705,0.7299493553555737,ADMM,0,306
0.639344262295082,0.4826561548842211,ADMM,0,307
0.38983050847457634,0.43960567304680087,ADMM,0,308
0.20192307692307687,0.13525043919112353,ADMM,0,309
0.16666666666666663,0.21423025160566544,ADMM,0,310
0.603448275862069,0.5074445715448199,ADMM,0,311
0.21052631578947367,0.2320319791333759,ADMM,0,312
0.42105263157894735,0.2570845400846947,ADMM,0,313
0.28301886792452824,0.24727722263720597,ADMM,0,314
0.3076923076923077,0.2895384596616364,ADMM,0,315
0.423728813559322,0.2693359591568347,ADMM,0,316
0.2596153846153846,0.17271751759812182,ADMM,0,317
0.38983050847457634,0.4107032783343872,ADMM,0,318
0.2142857142857143,0.16128682505564634,ADMM,0,319
0.17272727272727273,0.11928514213504603,ADMM,0,320
0.160377358490566,0.2776346521360026,ADMM,0,321
0.3839285714285714,0.30306023539913335,ADMM,0,322
0.29166666666666674,0.24942342434014758,ADMM,0,323
0.21296296296296302,0.132920118458482,ADMM,0,324
0.2192982456140351,0.20461888287837515,ADMM,0,325
0.1875,0.15383416492096172,ADMM,0,326
0.18103448275862066,0.14942782197523397,ADMM,0,327
0.2685185185185186,0.14876522395449407,ADMM,0,328
0.2844827586206897,0.2658285749809511,ADMM,0,329
0.1696428571428572,0.10391237217346241,ADMM,0,330
0.10344827586206895,0.11192654865155954,ADMM,0,331
0.38181818181818183,0.2417687369537515,ADMM,0,332
0.19491525423728817,0.13590078754008655,ADMM,0,333
0.11403508771929827,0.1464601796562126,ADMM,0,334
0.46226415094339623,0.43016377978416215,ADMM,0,335
0.2090909090909091,0.18052415136672606,ADMM,0,336
0.38983050847457634,0.274596987785747,ADMM,0,337
0.5,0.34287365474196896,ADMM,0,338
0.24193548387096775,0.20538741863675905,ADMM,0,339
0.3090909090909091,0.2090587922875418,ADMM,0,340
0.37735849056603776,0.23615614831557882,ADMM,0,341
0.15573770491803285,0.0754397162830435,ADMM,0,342
0.18181818181818188,0.12041719324051069,ADMM,0,343
0.6229508196721312,0.4282090488206107,ADMM,0,344
0.11864406779661019,0.11171654489616487,ADMM,0,345
0.19999999999999996,0.145969363703842,ADMM,0,346
0.2592592592592593,0.1937297285872378,ADMM,0,347
0.32407407407407407,0.27659976134436043,ADMM,0,348
0.3220338983050848,0.3103144214298559,ADMM,0,349
0.4122807017543859,0.37749390126055826,ADMM,0,350
0.17924528301886788,0.2516097030749552,ADMM,0,351
0.5877192982456141,0.5334692126798468,ADMM,0,352
0.4285714285714286,0.35953283045804135,ADMM,0,353
0.5803571428571429,0.561138174706927,ADMM,0,354
0.3620689655172413,0.3485142428843785,ADMM,0,355
0.42727272727272725,0.47147407030412397,ADMM,0,356
0.3508771929824561,0.34212003376253386,ADMM,0,357
0.41666666666666674,0.48985919419138546,ADMM,0,358
0.11290322580645162,0.180225901166183,ADMM,0,359
0.19827586206896552,0.24324622160678416,ADMM,0,360
0.6833333333333333,0.5702888182019146,ADMM,0,361
0.16666666666666663,0.17699238657083607,ADMM,0,362
0.423728813559322,0.4093269950972707,ADMM,0,363
0.2068965517241379,0.2025740342707581,ADMM,0,364
0.26415094339622636,0.22525641193427906,ADMM,0,365
0.23275862068965514,0.33970439346414205,ADMM,0,366
0.5298507462686567,0.4979882657757022,ADMM,0,367
0.5084745762711864,0.40741622587874404,ADMM,0,368
0.2704918032786885,0.3874596756119409,ADMM,0,369
0.11864406779661019,0.10283821181422408,ADMM,0,370
0.5865384615384616,0.473313321488771,ADMM,0,371
0.2542372881355932,0.28458668254189873,ADMM,0,372
0.31896551724137934,0.3341408054730812,ADMM,0,373
0.2338709677419355,0.342420175436873,ADMM,0,374
0.13207547169811318,0.2622152163222921,ADMM,0,375
0.5701754385964912,0.52018863757414,ADMM,0,376
0.4363636363636363,0.3772313610754524,ADMM,0,377
0.31034482758620685,0.29869769335739055,ADMM,0,378
0.21969696969696972,0.17758293633885883,ADMM,0,379
0.30833333333333335,0.32381302869618944,ADMM,0,380
0.10526315789473684,0.09395802071573472,ADMM,0,381
0.2321428571428572,0.23092176507286208,ADMM,0,382
0.7946428571428571,0.8067731527819734,ADMM,0,383
0.3359375,0.25910609698520815,ADMM,0,384
0.2857142857142857,0.35279593354607686,ADMM,0,385
0.46226415094339623,0.44466848309777046,ADMM,0,386
0.33606557377049184,0.5031945448720159,ADMM,0,387
0.36111111111111116,0.23988745017719787,ADMM,0,388
0.2966101694915254,0.2532782746541038,ADMM,0,389
0.5086206896551724,0.467155612325093,ADMM,0,390
0.2033898305084746,0.4116579944642434,ADMM,0,391
0.2192982456140351,0.27998946173024086,ADMM,0,392
0.5803571428571429,0.6713669377306131,ADMM,0,393
0.33333333333333326,0.38712148836891214,ADMM,0,394
0.2807017543859649,0.3267466241864397,ADMM,0,395
0.3070175438596492,0.33648261414892866,ADMM,0,396
0.43965517241379315,0.5205075169669459,ADMM,0,397
0.4285714285714286,0.5521365472608628,ADMM,0,398
0.1785714285714286,0.2228884574220695,ADMM,0,399
0.287037037037037,0.30048718105802114,ADMM,0,400
0.23728813559322037,0.23122824419996782,ADMM,0,401
0.25,0.37498609700169944,ADMM,0,402
0.34905660377358494,0.42511656637252815,ADMM,0,403
0.3070175438596492,0.29487390658740603,ADMM,0,404
0.26363636363636367,0.3627110007153652,ADMM,0,405
0.2232142857142857,0.2756601298816422,ADMM,0,406
0.33018867924528306,0.4368123529991362,ADMM,0,407
0.27450980392156865,0.43631062134096704,ADMM,0,408
0.2627118644067796,0.33602534131786055,ADMM,0,409
0.26363636363636367,0.3929250115834776,ADMM,0,410
0.4636363636363636,0.5062247799011877,ADMM,0,411
0.43965517241379315,0.3885176102679125,ADMM,0,412
0.21551724137931028,0.2385914123254236,ADMM,0,413
0.3916666666666666,0.4368661016103435,ADMM,0,414
0.21666666666666667,0.376895301530256,ADMM,0,415
0.39473684210526316,0.24475234520104022,ADMM,0,416
0.2857142857142857,0.42775125058351327,ADMM,0,417
0.26190476190476186,0.3228093622653264,ADMM,0,418
0.1964285714285714,0.2953401833725493,ADMM,0,419
0.31034482758620685,0.42103098265382466,ADMM,0,420
0.20370370370370372,0.23263143784175191,ADMM,0,421
0.13157894736842102,0.31906027243225,ADMM,0,422
0.4385964912280702,0.5323596514616549,ADMM,0,423
0.5892857142857143,0.6155476769016694,ADMM,0,424
0.27586206896551724,0.271967365565431,ADMM,0,425
0.3793103448275862,0.3827796296258597,ADMM,0,426
0.23728813559322037,0.33172439442557344,ADMM,0,427
0.4537037037037037,0.5009559790984619,ADMM,0,428
0.31034482758620685,0.3405382740925622,ADMM,0,429
0.2410714285714286,0.39986450118846917,ADMM,0,430
0.421875,0.4769608455770233,ADMM,0,431
0.5,0.4723626327429801,ADMM,0,432
0.3909090909090909,0.45649120232265444,ADMM,0,433
0.3157894736842105,0.3750834719429207,ADMM,0,434
0.4568965517241379,0.44787915147637974,ADMM,0,435
0.21052631578947367,0.2501609220683797,ADMM,0,436
0.24137931034482762,0.27166889626851265,ADMM,0,437
0.12264150943396224,0.18991131005283682,ADMM,0,438
0.36363636363636365,0.3757817227873177,ADMM,0,439
0.3571428571428572,0.33307378099475093,ADMM,0,440
0.5703125,0.35413910437335167,ADMM,0,441
0.3416666666666667,0.3751741460361042,ADMM,0,442
0.22499999999999998,0.31941866554993603,ADMM,0,443
0.5982142857142857,0.5326549266667745,ADMM,0,444
0.39473684210526316,0.4909755590667004,ADMM,0,445
0.1454545454545455,0.19132040686296975,ADMM,0,446
0.2457627118644068,0.31741757102122264,ADMM,0,447
0.5,0.44157683255465785,ADMM,0,448
0.4426229508196722,0.38791041534821014,ADMM,0,449
0.07627118644067798,0.08271443624684968,ADMM,0,450
0.27192982456140347,0.26751279100400216,ADMM,0,451
0.1637931034482758,0.2501190375210065,ADMM,0,452
0.20370370370370372,0.18546462777169936,ADMM,0,453
0.3214285714285714,0.32619851024509566,ADMM,0,454
0.2232142857142857,0.3242971301481799,ADMM,0,455
0.3909090909090909,0.35669730870827343,ADMM,0,456
0.44166666666666665,0.4725464328429962,ADMM,0,457
0.23684210526315785,0.22466085740166844,ADMM,0,458
0.39830508474576276,0.4861724628533734,ADMM,0,459
0.3790322580645161,0.44937006144367186,ADMM,0,460
0.4811320754716981,0.48015207501865664,ADMM,0,461
0.14754098360655732,0.1713856764124804,ADMM,0,462
0.6363636363636364,0.5633699456334346,ADMM,0,463
0.3771929824561404,0.29011817082990904,ADMM,0,464
0.4772727272727273,0.5061022173674405,ADMM,0,465
0.4482758620689655,0.3166760101229553,ADMM,0,466
0.2295081967213115,0.20592674630043326,ADMM,0,467
0.3412698412698413,0.361142638441675,ADMM,0,468
0.4098360655737705,0.35763086571753944,ADMM,0,469
0.06896551724137934,0.12728111816378038,ADMM,0,470
0.10909090909090913,0.04996106190748989,ADMM,0,471
0.42105263157894735,0.30494417055424583,ADMM,0,472
0.09482758620689657,0.12462617774116687,ADMM,0,473
0.13559322033898302,0.16473493229161446,ADMM,0,474
0.31034482758620685,0.23065482029484816,ADMM,0,475
0.28181818181818175,0.26111545070019343,ADMM,0,476
0.19827586206896552,0.17890109761162057,ADMM,0,477
0.15573770491803285,0.16197962030568466,ADMM,0,478
0.2894736842105263,0.18353540488336634,ADMM,0,479
0.1842105263157895,0.10938442933458131,ADMM,0,480
0.1607142857142857,0.12143563077169589,ADMM,0,481
0.35344827586206895,0.2788426368566041,ADMM,0,482
0.2016129032258065,0.19010755702996124,ADMM,0,483
0.19999999999999996,0.09124481018523663,ADMM,0,484
0.27966101694915246,0.20145017220939165,ADMM,0,485
0.25,0.23432735580388436,ADMM,0,486
0.7105263157894737,0.6264448131245988,ADMM,0,487
0.36363636363636365,0.2717016926908377,ADMM,0,488
0.125,0.13656458725980378,ADMM,0,489
0.5,0.4381058464458607,ADMM,0,490
0.15454545454545454,0.18845145921553644,ADMM,0,491
0.07017543859649122,0.06486781610637952,ADMM,0,492
0.1484375,0.19702030017561226,ADMM,0,493
0.3813559322033898,0.31708669240597426,ADMM,0,494
0.2586206896551724,0.13464273006598942,ADMM,0,495
0.16666666666666663,0.12743026648982161,ADMM,0,496
0.525,0.3689907810583496,ADMM,0,497
0.26724137931034475,0.2806702569069662,ADMM,0,498
0.3660714285714286,0.4661359357103177,ADMM,0,499
0.2592592592592593,0.27838303462655706,ADMM,0,500
0.27586206896551724,0.24680275550946362,ADMM,0,501
0.296875,0.3528124186914227,ADMM,0,502
0.27586206896551724,0.3805126344713833,ADMM,0,503
0.3214285714285714,0.3505360002824585,ADMM,0,504
0.5789473684210527,0.4216901891387122,ADMM,0,505
0.4528301886792453,0.3999687214143499,ADMM,0,506
0.5423728813559322,0.5423626851024397,ADMM,0,507
0.3214285714285714,0.35040058828741666,ADMM,0,508
0.5666666666666667,0.49033128392637493,ADMM,0,509
0.3363636363636364,0.49638985906534505,ADMM,0,510
0.2058823529411764,0.36330520250755655,ADMM,0,511
0.543859649122807,0.6049735671393772,ADMM,0,512
0.2232142857142857,0.23987435060029683,ADMM,0,513
0.1454545454545455,0.26966564829867357,ADMM,0,514
0.27192982456140347,0.4385346369185999,ADMM,0,515
0.29824561403508776,0.3502190658819201,ADMM,0,516
0.3909090909090909,0.4337449004592572,ADMM,0,517
0.19444444444444442,0.2952582845523227,ADMM,0,518
0.2068965517241379,0.3051482323609083,ADMM,0,519
0.435483870967742,0.4268759945621912,ADMM,0,520
0.32499999999999996,0.2707703267986555,ADMM,0,521
